Statistic,Quarter,Sector,value
Gross Value Added at Constant Basic Prices,2001Q3,Real Estate Activities,4838.0
Gross Value Added at Constant Basic Prices,2001Q3,"Professional, Admin and Support Services",3844.0
Gross Value Added at Constant Basic Prices,2001Q3,"Public Admin, Education and Health",6682.0
Gross Value Added at Constant Basic Prices,2001Q3,"Arts, Entertainment and Other Services",801.0
Gross Value Added at Constant Basic Prices,2001Q3,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices,2001Q3,All Sectors,39882.0
Gross Value Added at Constant Basic Prices,2001Q4,"Agriculture, Forestry and Fishing",162.0
Gross Value Added at Constant Basic Prices,2001Q4,Industry (excl. Construction),12040.0
Gross Value Added at Constant Basic Prices,2001Q4,Industry - of which Manufacturing,11042.0
Gross Value Added at Constant Basic Prices,2001Q4,Construction,3618.0
Gross Value Added at Constant Basic Prices,2001Q4,"Distribution, Transport, Hotels and Restaurants",8417.0
Gross Value Added at Constant Basic Prices,2001Q4,Information and Communication,1981.0
Gross Value Added at Constant Basic Prices,2001Q4,Financial and Insurance Activities,4874.0
Gross Value Added at Constant Basic Prices,2001Q4,Real Estate Activities,5195.0
Gross Value Added at Constant Basic Prices,2001Q4,"Professional, Admin and Support Services",3985.0
Gross Value Added at Constant Basic Prices,2001Q4,"Public Admin, Education and Health",6975.0
Gross Value Added at Constant Basic Prices,2001Q4,"Arts, Entertainment and Other Services",776.0
Gross Value Added at Constant Basic Prices,2001Q4,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices,2001Q4,All Sectors,42025.0
Gross Value Added at Constant Basic Prices,2002Q1,"Agriculture, Forestry and Fishing",534.0
Gross Value Added at Constant Basic Prices,2002Q1,Industry (excl. Construction),12664.0
Gross Value Added at Constant Basic Prices,2002Q1,Industry - of which Manufacturing,11595.0
Gross Value Added at Constant Basic Prices,2002Q1,Construction,3282.0
Gross Value Added at Constant Basic Prices,2002Q1,"Distribution, Transport, Hotels and Restaurants",7942.0
Gross Value Added at Constant Basic Prices,2002Q1,Information and Communication,2155.0
Gross Value Added at Constant Basic Prices,2002Q1,Financial and Insurance Activities,4402.0
Gross Value Added at Constant Basic Prices,2002Q1,Real Estate Activities,4723.0
Gross Value Added at Constant Basic Prices,2002Q1,"Professional, Admin and Support Services",3837.0
Gross Value Added at Constant Basic Prices,2002Q1,"Public Admin, Education and Health",6545.0
Gross Value Added at Constant Basic Prices,2002Q1,"Arts, Entertainment and Other Services",771.0
Gross Value Added at Constant Basic Prices,2002Q1,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices,2002Q1,All Sectors,41069.0
Gross Value Added at Constant Basic Prices,2002Q2,"Agriculture, Forestry and Fishing",829.0
Gross Value Added at Constant Basic Prices,2002Q2,Industry (excl. Construction),14156.0
Gross Value Added at Constant Basic Prices,2002Q2,Industry - of which Manufacturing,13145.0
Gross Value Added at Constant Basic Prices,2002Q2,Construction,3256.0
Gross Value Added at Constant Basic Prices,2002Q2,"Distribution, Transport, Hotels and Restaurants",8149.0
Gross Value Added at Constant Basic Prices,2002Q2,Information and Communication,2074.0
Gross Value Added at Constant Basic Prices,2002Q2,Financial and Insurance Activities,4556.0
Gross Value Added at Constant Basic Prices,2002Q2,Real Estate Activities,4994.0
Gross Value Added at Constant Basic Prices,2002Q2,"Professional, Admin and Support Services",3946.0
Gross Value Added at Constant Basic Prices,2002Q2,"Public Admin, Education and Health",6758.0
Gross Value Added at Constant Basic Prices,2002Q2,"Arts, Entertainment and Other Services",820.0
Gross Value Added at Constant Basic Prices,2002Q2,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices,2002Q2,All Sectors,43149.0
Gross Value Added at Constant Basic Prices,2002Q3,"Agriculture, Forestry and Fishing",474.0
Gross Value Added at Constant Basic Prices,2002Q3,Industry (excl. Construction),12139.0
Gross Value Added at Constant Basic Prices,2002Q3,Industry - of which Manufacturing,11135.0
Gross Value Added at Constant Basic Prices,2002Q3,Construction,3520.0
Gross Value Added at Constant Basic Prices,2002Q3,"Distribution, Transport, Hotels and Restaurants",8373.0
Gross Value Added at Constant Basic Prices,2002Q3,Information and Communication,2182.0
Gross Value Added at Constant Basic Prices,2002Q3,Financial and Insurance Activities,4803.0
Gross Value Added at Constant Basic Prices,2002Q3,Real Estate Activities,5244.0
Gross Value Added at Constant Basic Prices,2002Q3,"Professional, Admin and Support Services",3816.0
Gross Value Added at Constant Basic Prices,2002Q3,"Public Admin, Education and Health",6800.0
Gross Value Added at Constant Basic Prices,2002Q3,"Arts, Entertainment and Other Services",815.0
Gross Value Added at Constant Basic Prices,2002Q3,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices,2002Q3,All Sectors,42343.0
Gross Value Added at Constant Basic Prices,2002Q4,"Agriculture, Forestry and Fishing",168.0
Gross Value Added at Constant Basic Prices,2002Q4,Industry (excl. Construction),13332.0
Gross Value Added at Constant Basic Prices,2002Q4,Industry - of which Manufacturing,12266.0
Gross Value Added at Constant Basic Prices,2002Q4,Construction,3700.0
Gross Value Added at Constant Basic Prices,2002Q4,"Distribution, Transport, Hotels and Restaurants",8683.0
Gross Value Added at Constant Basic Prices,2002Q4,Information and Communication,2276.0
Gross Value Added at Constant Basic Prices,2002Q4,Financial and Insurance Activities,5091.0
Gross Value Added at Constant Basic Prices,2002Q4,Real Estate Activities,5592.0
Gross Value Added at Constant Basic Prices,2002Q4,"Professional, Admin and Support Services",3844.0
Gross Value Added at Constant Basic Prices,2002Q4,"Public Admin, Education and Health",7107.0
Gross Value Added at Constant Basic Prices,2002Q4,"Arts, Entertainment and Other Services",834.0
Gross Value Added at Constant Basic Prices,2002Q4,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices,2002Q4,All Sectors,44956.0
Gross Value Added at Constant Basic Prices,2003Q1,"Agriculture, Forestry and Fishing",578.0
Gross Value Added at Constant Basic Prices,2003Q1,Industry (excl. Construction),12846.0
Gross Value Added at Constant Basic Prices,2003Q1,Industry - of which Manufacturing,11718.0
Gross Value Added at Constant Basic Prices,2003Q1,Construction,3332.0
Gross Value Added at Constant Basic Prices,2003Q1,"Distribution, Transport, Hotels and Restaurants",8230.0
Gross Value Added at Constant Basic Prices,2003Q1,Information and Communication,1861.0
Gross Value Added at Constant Basic Prices,2003Q1,Financial and Insurance Activities,4457.0
Gross Value Added at Constant Basic Prices,2003Q1,Real Estate Activities,5150.0
Gross Value Added at Constant Basic Prices,2003Q1,"Professional, Admin and Support Services",3834.0
Gross Value Added at Constant Basic Prices,2003Q1,"Public Admin, Education and Health",6750.0
Gross Value Added at Constant Basic Prices,2003Q1,"Arts, Entertainment and Other Services",795.0
Gross Value Added at Constant Basic Prices,2003Q1,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices,2003Q1,All Sectors,41810.0
Gross Value Added at Constant Basic Prices,2003Q2,"Agriculture, Forestry and Fishing",843.0
Gross Value Added at Constant Basic Prices,2003Q2,Industry (excl. Construction),13868.0
Gross Value Added at Constant Basic Prices,2003Q2,Industry - of which Manufacturing,12768.0
Gross Value Added at Constant Basic Prices,2003Q2,Construction,3372.0
Gross Value Added at Constant Basic Prices,2003Q2,"Distribution, Transport, Hotels and Restaurants",8407.0
Gross Value Added at Constant Basic Prices,2003Q2,Information and Communication,1945.0
Gross Value Added at Constant Basic Prices,2003Q2,Financial and Insurance Activities,4656.0
Gross Value Added at Constant Basic Prices,2003Q2,Real Estate Activities,5470.0
Gross Value Added at Constant Basic Prices,2003Q2,"Professional, Admin and Support Services",3825.0
Gross Value Added at Constant Basic Prices,2003Q2,"Public Admin, Education and Health",6907.0
Gross Value Added at Constant Basic Prices,2003Q2,"Arts, Entertainment and Other Services",778.0
Gross Value Added at Constant Basic Prices,2003Q2,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices,2003Q2,All Sectors,44350.0
Gross Value Added at Constant Basic Prices,2003Q3,"Agriculture, Forestry and Fishing",505.0
Gross Value Added at Constant Basic Prices,2003Q3,Industry (excl. Construction),11118.0
Gross Value Added at Constant Basic Prices,2003Q3,Industry - of which Manufacturing,10022.0
Gross Value Added at Constant Basic Prices,2003Q3,Construction,3790.0
Gross Value Added at Constant Basic Prices,2003Q3,"Distribution, Transport, Hotels and Restaurants",8512.0
Gross Value Added at Constant Basic Prices,2003Q3,Information and Communication,1973.0
Gross Value Added at Constant Basic Prices,2003Q3,Financial and Insurance Activities,4879.0
Gross Value Added at Constant Basic Prices,2003Q3,Real Estate Activities,6001.0
Gross Value Added at Constant Basic Prices,2003Q3,"Professional, Admin and Support Services",3793.0
Gross Value Added at Constant Basic Prices,2003Q3,"Public Admin, Education and Health",6970.0
Gross Value Added at Constant Basic Prices,2003Q3,"Arts, Entertainment and Other Services",838.0
Gross Value Added at Constant Basic Prices,2003Q3,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices,2003Q3,All Sectors,42401.0
Gross Value Added at Constant Basic Prices,2003Q4,"Agriculture, Forestry and Fishing",180.0
Gross Value Added at Constant Basic Prices,2003Q4,Industry (excl. Construction),14392.0
Gross Value Added at Constant Basic Prices,2003Q4,Industry - of which Manufacturing,13243.0
Gross Value Added at Constant Basic Prices,2003Q4,Construction,4124.0
Gross Value Added at Constant Basic Prices,2003Q4,"Distribution, Transport, Hotels and Restaurants",8617.0
Gross Value Added at Constant Basic Prices,2003Q4,Information and Communication,1999.0
Gross Value Added at Constant Basic Prices,2003Q4,Financial and Insurance Activities,4838.0
Gross Value Added at Constant Basic Prices,2003Q4,Real Estate Activities,6359.0
Gross Value Added at Constant Basic Prices,2003Q4,"Professional, Admin and Support Services",3910.0
Gross Value Added at Constant Basic Prices,2003Q4,"Public Admin, Education and Health",7178.0
Gross Value Added at Constant Basic Prices,2003Q4,"Arts, Entertainment and Other Services",849.0
Gross Value Added at Constant Basic Prices,2003Q4,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices,2003Q4,All Sectors,47466.0
Gross Value Added at Constant Basic Prices,2004Q1,"Agriculture, Forestry and Fishing",713.0
Gross Value Added at Constant Basic Prices,2004Q1,Industry (excl. Construction),13190.0
Gross Value Added at Constant Basic Prices,2004Q1,Industry - of which Manufacturing,12005.0
Gross Value Added at Constant Basic Prices,2004Q1,Construction,3787.0
Gross Value Added at Constant Basic Prices,2004Q1,"Distribution, Transport, Hotels and Restaurants",8402.0
Gross Value Added at Constant Basic Prices,2004Q1,Information and Communication,2293.0
Gross Value Added at Constant Basic Prices,2004Q1,Financial and Insurance Activities,5301.0
Gross Value Added at Constant Basic Prices,2004Q1,Real Estate Activities,5499.0
Gross Value Added at Constant Basic Prices,2004Q1,"Professional, Admin and Support Services",3896.0
Gross Value Added at Constant Basic Prices,2004Q1,"Public Admin, Education and Health",7060.0
Gross Value Added at Constant Basic Prices,2004Q1,"Arts, Entertainment and Other Services",819.0
Gross Value Added at Constant Basic Prices,2004Q1,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices,2004Q1,All Sectors,44907.0
Gross Value Added at Constant Basic Prices,2004Q2,"Agriculture, Forestry and Fishing",1003.0
Gross Value Added at Constant Basic Prices,2004Q2,Industry (excl. Construction),14163.0
Gross Value Added at Constant Basic Prices,2004Q2,Industry - of which Manufacturing,13017.0
Gross Value Added at Constant Basic Prices,2004Q2,Construction,3916.0
Gross Value Added at Constant Basic Prices,2004Q2,"Distribution, Transport, Hotels and Restaurants",8496.0
Gross Value Added at Constant Basic Prices,2004Q2,Information and Communication,2248.0
Gross Value Added at Constant Basic Prices,2004Q2,Financial and Insurance Activities,5260.0
Gross Value Added at Constant Basic Prices,2004Q2,Real Estate Activities,5744.0
Gross Value Added at Constant Basic Prices,2004Q2,"Professional, Admin and Support Services",3962.0
Gross Value Added at Constant Basic Prices,2004Q2,"Public Admin, Education and Health",7186.0
Gross Value Added at Constant Basic Prices,2004Q2,"Arts, Entertainment and Other Services",830.0
Gross Value Added at Constant Basic Prices,2004Q2,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices,2004Q2,All Sectors,47963.0
Gross Value Added at Constant Basic Prices,2004Q3,"Agriculture, Forestry and Fishing",595.0
Gross Value Added at Constant Basic Prices,2004Q3,Industry (excl. Construction),11224.0
Gross Value Added at Constant Basic Prices,2004Q3,Industry - of which Manufacturing,10127.0
Gross Value Added at Constant Basic Prices,2004Q3,Construction,4015.0
Gross Value Added at Constant Basic Prices,2004Q3,"Distribution, Transport, Hotels and Restaurants",8654.0
Gross Value Added at Constant Basic Prices,2004Q3,Information and Communication,2311.0
Gross Value Added at Constant Basic Prices,2004Q3,Financial and Insurance Activities,5399.0
Gross Value Added at Constant Basic Prices,2004Q3,Real Estate Activities,5672.0
Gross Value Added at Constant Basic Prices,2004Q3,"Professional, Admin and Support Services",4137.0
Gross Value Added at Constant Basic Prices,2004Q3,"Public Admin, Education and Health",7251.0
Gross Value Added at Constant Basic Prices,2004Q3,"Arts, Entertainment and Other Services",902.0
Gross Value Added at Constant Basic Prices,2004Q3,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices,2004Q3,All Sectors,45195.0
Gross Value Added at Constant Basic Prices,2004Q4,"Agriculture, Forestry and Fishing",214.0
Gross Value Added at Constant Basic Prices,2004Q4,Industry (excl. Construction),13483.0
Gross Value Added at Constant Basic Prices,2004Q4,Industry - of which Manufacturing,12306.0
Gross Value Added at Constant Basic Prices,2004Q4,Construction,4364.0
Gross Value Added at Constant Basic Prices,2004Q4,"Distribution, Transport, Hotels and Restaurants",8782.0
