Statistic,Month,Age.Group,Sex,value
Seasonally Adjusted Monthly Unemployment,2001 February,25 - 74 years,Male,25.7
Seasonally Adjusted Monthly Unemployment,2001 February,25 - 74 years,Female,21.5
Seasonally Adjusted Monthly Unemployment,2001 March,15 - 24 years,Both sexes,27.2
Seasonally Adjusted Monthly Unemployment,2001 March,15 - 24 years,Male,16.1
Seasonally Adjusted Monthly Unemployment,2001 March,15 - 24 years,Female,11.1
Seasonally Adjusted Monthly Unemployment,2001 March,15 - 74 years,Both sexes,73.6
Seasonally Adjusted Monthly Unemployment,2001 March,15 - 74 years,Male,41.7
Seasonally Adjusted Monthly Unemployment,2001 March,15 - 74 years,Female,32.0
Seasonally Adjusted Monthly Unemployment,2001 March,25 - 74 years,Both sexes,46.4
Seasonally Adjusted Monthly Unemployment,2001 March,25 - 74 years,Male,25.5
Seasonally Adjusted Monthly Unemployment,2001 March,25 - 74 years,Female,20.9
Seasonally Adjusted Monthly Unemployment,2001 April,15 - 24 years,Both sexes,28.1
Seasonally Adjusted Monthly Unemployment,2001 April,15 - 24 years,Male,16.4
Seasonally Adjusted Monthly Unemployment,2001 April,15 - 24 years,Female,11.8
Seasonally Adjusted Monthly Unemployment,2001 April,15 - 74 years,Both sexes,74.0
Seasonally Adjusted Monthly Unemployment,2001 April,15 - 74 years,Male,41.8
Seasonally Adjusted Monthly Unemployment,2001 April,15 - 74 years,Female,32.2
Seasonally Adjusted Monthly Unemployment,2001 April,25 - 74 years,Both sexes,45.8
Seasonally Adjusted Monthly Unemployment,2001 April,25 - 74 years,Male,25.4
Seasonally Adjusted Monthly Unemployment,2001 April,25 - 74 years,Female,20.4
Seasonally Adjusted Monthly Unemployment,2001 May,15 - 24 years,Both sexes,28.9
Seasonally Adjusted Monthly Unemployment,2001 May,15 - 24 years,Male,16.8
Seasonally Adjusted Monthly Unemployment,2001 May,15 - 24 years,Female,12.1
Seasonally Adjusted Monthly Unemployment,2001 May,15 - 74 years,Both sexes,75.0
Seasonally Adjusted Monthly Unemployment,2001 May,15 - 74 years,Male,42.5
Seasonally Adjusted Monthly Unemployment,2001 May,15 - 74 years,Female,32.5
Seasonally Adjusted Monthly Unemployment,2001 May,25 - 74 years,Both sexes,46.1
Seasonally Adjusted Monthly Unemployment,2001 May,25 - 74 years,Male,25.6
Seasonally Adjusted Monthly Unemployment,2001 May,25 - 74 years,Female,20.4
Seasonally Adjusted Monthly Unemployment,2001 June,15 - 24 years,Both sexes,30.3
Seasonally Adjusted Monthly Unemployment,2001 June,15 - 24 years,Male,17.6
Seasonally Adjusted Monthly Unemployment,2001 June,15 - 24 years,Female,12.7
Seasonally Adjusted Monthly Unemployment,2001 June,15 - 74 years,Both sexes,77.9
Seasonally Adjusted Monthly Unemployment,2001 June,15 - 74 years,Male,43.8
Seasonally Adjusted Monthly Unemployment,2001 June,15 - 74 years,Female,34.1
Seasonally Adjusted Monthly Unemployment,2001 June,25 - 74 years,Both sexes,47.6
Seasonally Adjusted Monthly Unemployment,2001 June,25 - 74 years,Male,26.2
Seasonally Adjusted Monthly Unemployment,2001 June,25 - 74 years,Female,21.4
Seasonally Adjusted Monthly Unemployment,2001 July,15 - 24 years,Both sexes,31.8
Seasonally Adjusted Monthly Unemployment,2001 July,15 - 24 years,Male,18.8
Seasonally Adjusted Monthly Unemployment,2001 July,15 - 24 years,Female,13.1
Seasonally Adjusted Monthly Unemployment,2001 July,15 - 74 years,Both sexes,82.3
Seasonally Adjusted Monthly Unemployment,2001 July,15 - 74 years,Male,46.0
Seasonally Adjusted Monthly Unemployment,2001 July,15 - 74 years,Female,36.2
Seasonally Adjusted Monthly Unemployment,2001 July,25 - 74 years,Both sexes,50.4
Seasonally Adjusted Monthly Unemployment,2001 July,25 - 74 years,Male,27.3
Seasonally Adjusted Monthly Unemployment,2001 July,25 - 74 years,Female,23.2
Seasonally Adjusted Monthly Unemployment,2001 August,15 - 24 years,Both sexes,32.6
Seasonally Adjusted Monthly Unemployment,2001 August,15 - 24 years,Male,19.5
Seasonally Adjusted Monthly Unemployment,2001 August,15 - 24 years,Female,13.1
Seasonally Adjusted Monthly Unemployment,2001 August,15 - 74 years,Both sexes,84.6
Seasonally Adjusted Monthly Unemployment,2001 August,15 - 74 years,Male,47.8
Seasonally Adjusted Monthly Unemployment,2001 August,15 - 74 years,Female,36.8
Seasonally Adjusted Monthly Unemployment,2001 August,25 - 74 years,Both sexes,52.0
Seasonally Adjusted Monthly Unemployment,2001 August,25 - 74 years,Male,28.3
Seasonally Adjusted Monthly Unemployment,2001 August,25 - 74 years,Female,23.7
Seasonally Adjusted Monthly Unemployment,2001 September,15 - 24 years,Both sexes,32.8
Seasonally Adjusted Monthly Unemployment,2001 September,15 - 24 years,Male,19.8
Seasonally Adjusted Monthly Unemployment,2001 September,15 - 24 years,Female,13.0
Seasonally Adjusted Monthly Unemployment,2001 September,15 - 74 years,Both sexes,84.9
Seasonally Adjusted Monthly Unemployment,2001 September,15 - 74 years,Male,48.8
Seasonally Adjusted Monthly Unemployment,2001 September,15 - 74 years,Female,36.1
Seasonally Adjusted Monthly Unemployment,2001 September,25 - 74 years,Both sexes,52.2
Seasonally Adjusted Monthly Unemployment,2001 September,25 - 74 years,Male,29.1
Seasonally Adjusted Monthly Unemployment,2001 September,25 - 74 years,Female,23.1
Seasonally Adjusted Monthly Unemployment,2001 October,15 - 24 years,Both sexes,33.1
Seasonally Adjusted Monthly Unemployment,2001 October,15 - 24 years,Male,20.2
Seasonally Adjusted Monthly Unemployment,2001 October,15 - 24 years,Female,12.9
Seasonally Adjusted Monthly Unemployment,2001 October,15 - 74 years,Both sexes,84.2
Seasonally Adjusted Monthly Unemployment,2001 October,15 - 74 years,Male,49.8
Seasonally Adjusted Monthly Unemployment,2001 October,15 - 74 years,Female,34.4
Seasonally Adjusted Monthly Unemployment,2001 October,25 - 74 years,Both sexes,51.1
Seasonally Adjusted Monthly Unemployment,2001 October,25 - 74 years,Male,29.6
Seasonally Adjusted Monthly Unemployment,2001 October,25 - 74 years,Female,21.5
Seasonally Adjusted Monthly Unemployment,2001 November,15 - 24 years,Both sexes,33.4
Seasonally Adjusted Monthly Unemployment,2001 November,15 - 24 years,Male,20.4
Seasonally Adjusted Monthly Unemployment,2001 November,15 - 24 years,Female,13.0
Seasonally Adjusted Monthly Unemployment,2001 November,15 - 74 years,Both sexes,85.3
Seasonally Adjusted Monthly Unemployment,2001 November,15 - 74 years,Male,51.1
Seasonally Adjusted Monthly Unemployment,2001 November,15 - 74 years,Female,34.2
Seasonally Adjusted Monthly Unemployment,2001 November,25 - 74 years,Both sexes,51.9
Seasonally Adjusted Monthly Unemployment,2001 November,25 - 74 years,Male,30.7
Seasonally Adjusted Monthly Unemployment,2001 November,25 - 74 years,Female,21.2
Seasonally Adjusted Monthly Unemployment,2001 December,15 - 24 years,Both sexes,33.1
Seasonally Adjusted Monthly Unemployment,2001 December,15 - 24 years,Male,20.4
Seasonally Adjusted Monthly Unemployment,2001 December,15 - 24 years,Female,12.8
Seasonally Adjusted Monthly Unemployment,2001 December,15 - 74 years,Both sexes,83.7
Seasonally Adjusted Monthly Unemployment,2001 December,15 - 74 years,Male,50.6
Seasonally Adjusted Monthly Unemployment,2001 December,15 - 74 years,Female,33.1
Seasonally Adjusted Monthly Unemployment,2001 December,25 - 74 years,Both sexes,50.6
Seasonally Adjusted Monthly Unemployment,2001 December,25 - 74 years,Male,30.2
Seasonally Adjusted Monthly Unemployment,2001 December,25 - 74 years,Female,20.3
Seasonally Adjusted Monthly Unemployment,2002 January,15 - 24 years,Both sexes,33.1
Seasonally Adjusted Monthly Unemployment,2002 January,15 - 24 years,Male,20.1
Seasonally Adjusted Monthly Unemployment,2002 January,15 - 24 years,Female,13.0
Seasonally Adjusted Monthly Unemployment,2002 January,15 - 74 years,Both sexes,84.9
Seasonally Adjusted Monthly Unemployment,2002 January,15 - 74 years,Male,50.6
Seasonally Adjusted Monthly Unemployment,2002 January,15 - 74 years,Female,34.3
Seasonally Adjusted Monthly Unemployment,2002 January,25 - 74 years,Both sexes,51.8
Seasonally Adjusted Monthly Unemployment,2002 January,25 - 74 years,Male,30.5
Seasonally Adjusted Monthly Unemployment,2002 January,25 - 74 years,Female,21.3
Seasonally Adjusted Monthly Unemployment,2002 February,15 - 24 years,Both sexes,34.2
Seasonally Adjusted Monthly Unemployment,2002 February,15 - 24 years,Male,20.7
Seasonally Adjusted Monthly Unemployment,2002 February,15 - 24 years,Female,13.5
Seasonally Adjusted Monthly Unemployment,2002 February,15 - 74 years,Both sexes,87.1
Seasonally Adjusted Monthly Unemployment,2002 February,15 - 74 years,Male,51.8
Seasonally Adjusted Monthly Unemployment,2002 February,15 - 74 years,Female,35.3
Seasonally Adjusted Monthly Unemployment,2002 February,25 - 74 years,Both sexes,52.9
Seasonally Adjusted Monthly Unemployment,2002 February,25 - 74 years,Male,31.1
Seasonally Adjusted Monthly Unemployment,2002 February,25 - 74 years,Female,21.8
Seasonally Adjusted Monthly Unemployment,2002 March,15 - 24 years,Both sexes,34.9
Seasonally Adjusted Monthly Unemployment,2002 March,15 - 24 years,Male,21.2
Seasonally Adjusted Monthly Unemployment,2002 March,15 - 24 years,Female,13.7
Seasonally Adjusted Monthly Unemployment,2002 March,15 - 74 years,Both sexes,89.6
Seasonally Adjusted Monthly Unemployment,2002 March,15 - 74 years,Male,52.7
Seasonally Adjusted Monthly Unemployment,2002 March,15 - 74 years,Female,36.9
Seasonally Adjusted Monthly Unemployment,2002 March,25 - 74 years,Both sexes,54.7
Seasonally Adjusted Monthly Unemployment,2002 March,25 - 74 years,Male,31.5
Seasonally Adjusted Monthly Unemployment,2002 March,25 - 74 years,Female,23.2
Seasonally Adjusted Monthly Unemployment,2002 April,15 - 24 years,Both sexes,35.3
Seasonally Adjusted Monthly Unemployment,2002 April,15 - 24 years,Male,21.6
Seasonally Adjusted Monthly Unemployment,2002 April,15 - 24 years,Female,13.7
Seasonally Adjusted Monthly Unemployment,2002 April,15 - 74 years,Both sexes,89.3
Seasonally Adjusted Monthly Unemployment,2002 April,15 - 74 years,Male,53.0
Seasonally Adjusted Monthly Unemployment,2002 April,15 - 74 years,Female,36.3
Seasonally Adjusted Monthly Unemployment,2002 April,25 - 74 years,Both sexes,54.0
Seasonally Adjusted Monthly Unemployment,2002 April,25 - 74 years,Male,31.3
Seasonally Adjusted Monthly Unemployment,2002 April,25 - 74 years,Female,22.6
Seasonally Adjusted Monthly Unemployment,2002 May,15 - 24 years,Both sexes,35.2
Seasonally Adjusted Monthly Unemployment,2002 May,15 - 24 years,Male,21.6
Seasonally Adjusted Monthly Unemployment,2002 May,15 - 24 years,Female,13.7
Seasonally Adjusted Monthly Unemployment,2002 May,15 - 74 years,Both sexes,90.4
Seasonally Adjusted Monthly Unemployment,2002 May,15 - 74 years,Male,53.3
Seasonally Adjusted Monthly Unemployment,2002 May,15 - 74 years,Female,37.1
Seasonally Adjusted Monthly Unemployment,2002 May,25 - 74 years,Both sexes,55.1
Seasonally Adjusted Monthly Unemployment,2002 May,25 - 74 years,Male,31.7
Seasonally Adjusted Monthly Unemployment,2002 May,25 - 74 years,Female,23.4
Seasonally Adjusted Monthly Unemployment,2002 June,15 - 24 years,Both sexes,34.0
Seasonally Adjusted Monthly Unemployment,2002 June,15 - 24 years,Male,20.9
Seasonally Adjusted Monthly Unemployment,2002 June,15 - 24 years,Female,13.1
Seasonally Adjusted Monthly Unemployment,2002 June,15 - 74 years,Both sexes,88.8
Seasonally Adjusted Monthly Unemployment,2002 June,15 - 74 years,Male,52.4
Seasonally Adjusted Monthly Unemployment,2002 June,15 - 74 years,Female,36.4
Seasonally Adjusted Monthly Unemployment,2002 June,25 - 74 years,Both sexes,54.9
Seasonally Adjusted Monthly Unemployment,2002 June,25 - 74 years,Male,31.5
Seasonally Adjusted Monthly Unemployment,2002 June,25 - 74 years,Female,23.3
Seasonally Adjusted Monthly Unemployment,2002 July,15 - 24 years,Both sexes,32.3
Seasonally Adjusted Monthly Unemployment,2002 July,15 - 24 years,Male,19.9
Seasonally Adjusted Monthly Unemployment,2002 July,15 - 24 years,Female,12.3
Seasonally Adjusted Monthly Unemployment,2002 July,15 - 74 years,Both sexes,85.4
Seasonally Adjusted Monthly Unemployment,2002 July,15 - 74 years,Male,50.6
Seasonally Adjusted Monthly Unemployment,2002 July,15 - 74 years,Female,34.8
Seasonally Adjusted Monthly Unemployment,2002 July,25 - 74 years,Both sexes,53.1
Seasonally Adjusted Monthly Unemployment,2002 July,25 - 74 years,Male,30.6
Seasonally Adjusted Monthly Unemployment,2002 July,25 - 74 years,Female,22.5
Seasonally Adjusted Monthly Unemployment,2002 August,15 - 24 years,Both sexes,31.7
Seasonally Adjusted Monthly Unemployment,2002 August,15 - 24 years,Male,19.6
Seasonally Adjusted Monthly Unemployment,2002 August,15 - 24 years,Female,12.1
Seasonally Adjusted Monthly Unemployment,2002 August,15 - 74 years,Both sexes,85.6
Seasonally Adjusted Monthly Unemployment,2002 August,15 - 74 years,Male,50.7
Seasonally Adjusted Monthly Unemployment,2002 August,15 - 74 years,Female,34.9
Seasonally Adjusted Monthly Unemployment,2002 August,25 - 74 years,Both sexes,53.9
Seasonally Adjusted Monthly Unemployment,2002 August,25 - 74 years,Male,31.1
Seasonally Adjusted Monthly Unemployment,2002 August,25 - 74 years,Female,22.8
Seasonally Adjusted Monthly Unemployment,2002 September,15 - 24 years,Both sexes,33.9
Seasonally Adjusted Monthly Unemployment,2002 September,15 - 24 years,Male,20.5
Seasonally Adjusted Monthly Unemployment,2002 September,15 - 24 years,Female,13.4
Seasonally Adjusted Monthly Unemployment,2002 September,15 - 74 years,Both sexes,91.2
Seasonally Adjusted Monthly Unemployment,2002 September,15 - 74 years,Male,53.4
Seasonally Adjusted Monthly Unemployment,2002 September,15 - 74 years,Female,37.8
Seasonally Adjusted Monthly Unemployment,2002 September,25 - 74 years,Both sexes,57.4
Seasonally Adjusted Monthly Unemployment,2002 September,25 - 74 years,Male,32.9
Seasonally Adjusted Monthly Unemployment,2002 September,25 - 74 years,Female,24.4
Seasonally Adjusted Monthly Unemployment,2002 October,15 - 24 years,Both sexes,37.6
Seasonally Adjusted Monthly Unemployment,2002 October,15 - 24 years,Male,22.5
Seasonally Adjusted Monthly Unemployment,2002 October,15 - 24 years,Female,15.1
Seasonally Adjusted Monthly Unemployment,2002 October,15 - 74 years,Both sexes,99.9
Seasonally Adjusted Monthly Unemployment,2002 October,15 - 74 years,Male,57.8
Seasonally Adjusted Monthly Unemployment,2002 October,15 - 74 years,Female,42.1
Seasonally Adjusted Monthly Unemployment,2002 October,25 - 74 years,Both sexes,62.2
Seasonally Adjusted Monthly Unemployment,2002 October,25 - 74 years,Male,35.3
Seasonally Adjusted Monthly Unemployment,2002 October,25 - 74 years,Female,26.9
Seasonally Adjusted Monthly Unemployment,2002 November,15 - 24 years,Both sexes,39.5
Seasonally Adjusted Monthly Unemployment,2002 November,15 - 24 years,Male,23.2
Seasonally Adjusted Monthly Unemployment,2002 November,15 - 24 years,Female,16.4
Seasonally Adjusted Monthly Unemployment,2002 November,15 - 74 years,Both sexes,104.9
Seasonally Adjusted Monthly Unemployment,2002 November,15 - 74 years,Male,60.2
Seasonally Adjusted Monthly Unemployment,2002 November,15 - 74 years,Female,44.7
Seasonally Adjusted Monthly Unemployment,2002 November,25 - 74 years,Both sexes,65.3
Seasonally Adjusted Monthly Unemployment,2002 November,25 - 74 years,Male,37.0
Seasonally Adjusted Monthly Unemployment,2002 November,25 - 74 years,Female,28.3
Seasonally Adjusted Monthly Unemployment,2002 December,15 - 24 years,Both sexes,40.5
Seasonally Adjusted Monthly Unemployment,2002 December,15 - 24 years,Male,24.0
Seasonally Adjusted Monthly Unemployment,2002 December,15 - 24 years,Female,16.5
Seasonally Adjusted Monthly Unemployment,2002 December,15 - 74 years,Both sexes,104.8
Seasonally Adjusted Monthly Unemployment,2002 December,15 - 74 years,Male,60.6
Seasonally Adjusted Monthly Unemployment,2002 December,15 - 74 years,Female,44.2
Seasonally Adjusted Monthly Unemployment,2002 December,25 - 74 years,Both sexes,64.4
Seasonally Adjusted Monthly Unemployment,2002 December,25 - 74 years,Male,36.6
Seasonally Adjusted Monthly Unemployment,2002 December,25 - 74 years,Female,27.7
Seasonally Adjusted Monthly Unemployment,2003 January,15 - 24 years,Both sexes,37.8
Seasonally Adjusted Monthly Unemployment,2003 January,15 - 24 years,Male,23.1
Seasonally Adjusted Monthly Unemployment,2003 January,15 - 24 years,Female,14.7
Seasonally Adjusted Monthly Unemployment,2003 January,15 - 74 years,Both sexes,98.1
Seasonally Adjusted Monthly Unemployment,2003 January,15 - 74 years,Male,57.9
Seasonally Adjusted Monthly Unemployment,2003 January,15 - 74 years,Female,40.1
Seasonally Adjusted Monthly Unemployment,2003 January,25 - 74 years,Both sexes,60.3
Seasonally Adjusted Monthly Unemployment,2003 January,25 - 74 years,Male,34.9
Seasonally Adjusted Monthly Unemployment,2003 January,25 - 74 years,Female,25.4
Seasonally Adjusted Monthly Unemployment,2003 February,15 - 24 years,Both sexes,36.2
Seasonally Adjusted Monthly Unemployment,2003 February,15 - 24 years,Male,22.3
Seasonally Adjusted Monthly Unemployment,2003 February,15 - 24 years,Female,13.9
Seasonally Adjusted Monthly Unemployment,2003 February,15 - 74 years,Both sexes,94.2
Seasonally Adjusted Monthly Unemployment,2003 February,15 - 74 years,Male,56.2
Seasonally Adjusted Monthly Unemployment,2003 February,15 - 74 years,Female,38.0
Seasonally Adjusted Monthly Unemployment,2003 February,25 - 74 years,Both sexes,58.0
Seasonally Adjusted Monthly Unemployment,2003 February,25 - 74 years,Male,33.9
Seasonally Adjusted Monthly Unemployment,2003 February,25 - 74 years,Female,24.1
Seasonally Adjusted Monthly Unemployment,2003 March,15 - 24 years,Both sexes,35.2
Seasonally Adjusted Monthly Unemployment,2003 March,15 - 24 years,Male,21.8
Seasonally Adjusted Monthly Unemployment,2003 March,15 - 24 years,Female,13.3
Seasonally Adjusted Monthly Unemployment,2003 March,15 - 74 years,Both sexes,91.6
Seasonally Adjusted Monthly Unemployment,2003 March,15 - 74 years,Male,55.2
