Statistic,Month,NACE.Group,value
Retail Sales Index Value Unadjusted,2016 February,Department stores (4719),73.0
Retail Sales Index Value Unadjusted,2016 February,Retail sale of automotive fuel (4730),93.5
Retail Sales Index Value Unadjusted,2016 February,"Retail sale of hardware, paints and glass (4752)",88.9
Retail Sales Index Value Unadjusted,2016 February,Retail sale of furniture and lighting (4759),132.3
Retail Sales Index Value Unadjusted,2016 February,Bars (5630),85.0
Retail Sales Index Value Unadjusted,2016 February,All retail businesses,117.3
Retail Sales Index Value Unadjusted,2016 February,"Motor trades and automotive fuel (45,4730)",170.2
Retail Sales Index Value Unadjusted,2016 February,"All retail businesses, excluding motor trades and bars",92.5
Retail Sales Index Value Unadjusted,2016 February,"All retail businesses, excluding motor trades",92.0
Retail Sales Index Value Unadjusted,2016 February,"All retail businesses, excluding motor trades, automotive fuel and bars",92.3
Retail Sales Index Value Unadjusted,2016 February,"Retail sale of food (4711,4721 to 4729)",98.8
Retail Sales Index Value Unadjusted,2016 February,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",86.4
Retail Sales Index Value Unadjusted,2016 February,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",87.6
Retail Sales Index Value Unadjusted,2016 February,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",104.0
Retail Sales Index Value Unadjusted,2016 February,"Retail sale of electrical goods (4741 to 4743,4754)",79.7
Retail Sales Index Value Unadjusted,2016 February,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",79.0
Retail Sales Index Value Unadjusted,2016 February,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",72.9
Retail Sales Index Value Unadjusted,2016 February,"Other retail sales (4753,4763 to 4765,4776 to 4778)",72.3
Retail Sales Index Value Unadjusted,2016 February,"Retail sale of books, newspapers and stationery (4761,4762)",74.8
Retail Sales Index Value Unadjusted,2016 February,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",93.1
Retail Sales Index Value Unadjusted,2016 March,Motor trades (45),135.9
Retail Sales Index Value Unadjusted,2016 March,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",100.2
Retail Sales Index Value Unadjusted,2016 March,Department stores (4719),77.3
Retail Sales Index Value Unadjusted,2016 March,Retail sale of automotive fuel (4730),87.9
Retail Sales Index Value Unadjusted,2016 March,"Retail sale of hardware, paints and glass (4752)",98.8
Retail Sales Index Value Unadjusted,2016 March,Retail sale of furniture and lighting (4759),89.9
Retail Sales Index Value Unadjusted,2016 March,Bars (5630),93.1
Retail Sales Index Value Unadjusted,2016 March,All retail businesses,103.7
Retail Sales Index Value Unadjusted,2016 March,"Motor trades and automotive fuel (45,4730)",129.2
Retail Sales Index Value Unadjusted,2016 March,"All retail businesses, excluding motor trades and bars",92.0
Retail Sales Index Value Unadjusted,2016 March,"All retail businesses, excluding motor trades",92.0
Retail Sales Index Value Unadjusted,2016 March,"All retail businesses, excluding motor trades, automotive fuel and bars",92.0
Retail Sales Index Value Unadjusted,2016 March,"Retail sale of food (4711,4721 to 4729)",99.7
Retail Sales Index Value Unadjusted,2016 March,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",85.1
Retail Sales Index Value Unadjusted,2016 March,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",96.2
Retail Sales Index Value Unadjusted,2016 March,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",88.1
Retail Sales Index Value Unadjusted,2016 March,"Retail sale of electrical goods (4741 to 4743,4754)",79.6
Retail Sales Index Value Unadjusted,2016 March,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",87.4
Retail Sales Index Value Unadjusted,2016 March,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",75.9
Retail Sales Index Value Unadjusted,2016 March,"Other retail sales (4753,4763 to 4765,4776 to 4778)",76.2
Retail Sales Index Value Unadjusted,2016 March,"Retail sale of books, newspapers and stationery (4761,4762)",74.1
Retail Sales Index Value Unadjusted,2016 March,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",91.6
Retail Sales Index Value Unadjusted,2016 April,Motor trades (45),147.6
Retail Sales Index Value Unadjusted,2016 April,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",103.0
Retail Sales Index Value Unadjusted,2016 April,Department stores (4719),81.7
Retail Sales Index Value Unadjusted,2016 April,Retail sale of automotive fuel (4730),93.6
Retail Sales Index Value Unadjusted,2016 April,"Retail sale of hardware, paints and glass (4752)",113.9
Retail Sales Index Value Unadjusted,2016 April,Retail sale of furniture and lighting (4759),88.3
Retail Sales Index Value Unadjusted,2016 April,Bars (5630),90.0
Retail Sales Index Value Unadjusted,2016 April,All retail businesses,108.8
Retail Sales Index Value Unadjusted,2016 April,"Motor trades and automotive fuel (45,4730)",140.5
Retail Sales Index Value Unadjusted,2016 April,"All retail businesses, excluding motor trades and bars",94.2
Retail Sales Index Value Unadjusted,2016 April,"All retail businesses, excluding motor trades",94.0
Retail Sales Index Value Unadjusted,2016 April,"All retail businesses, excluding motor trades, automotive fuel and bars",94.1
Retail Sales Index Value Unadjusted,2016 April,"Retail sale of food (4711,4721 to 4729)",101.9
Retail Sales Index Value Unadjusted,2016 April,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",87.2
Retail Sales Index Value Unadjusted,2016 April,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",92.4
Retail Sales Index Value Unadjusted,2016 April,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",92.4
Retail Sales Index Value Unadjusted,2016 April,"Retail sale of electrical goods (4741 to 4743,4754)",84.4
Retail Sales Index Value Unadjusted,2016 April,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",89.1
Retail Sales Index Value Unadjusted,2016 April,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",75.1
Retail Sales Index Value Unadjusted,2016 April,"Other retail sales (4753,4763 to 4765,4776 to 4778)",74.3
Retail Sales Index Value Unadjusted,2016 April,"Retail sale of books, newspapers and stationery (4761,4762)",79.7
Retail Sales Index Value Unadjusted,2016 April,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",94.1
Retail Sales Index Value Unadjusted,2016 May,Motor trades (45),104.0
Retail Sales Index Value Unadjusted,2016 May,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",102.0
Retail Sales Index Value Unadjusted,2016 May,Department stores (4719),82.0
Retail Sales Index Value Unadjusted,2016 May,Retail sale of automotive fuel (4730),102.2
Retail Sales Index Value Unadjusted,2016 May,"Retail sale of hardware, paints and glass (4752)",132.0
Retail Sales Index Value Unadjusted,2016 May,Retail sale of furniture and lighting (4759),81.8
Retail Sales Index Value Unadjusted,2016 May,Bars (5630),105.4
Retail Sales Index Value Unadjusted,2016 May,All retail businesses,99.6
Retail Sales Index Value Unadjusted,2016 May,"Motor trades and automotive fuel (45,4730)",104.5
Retail Sales Index Value Unadjusted,2016 May,"All retail businesses, excluding motor trades and bars",97.1
Retail Sales Index Value Unadjusted,2016 May,"All retail businesses, excluding motor trades",97.5
Retail Sales Index Value Unadjusted,2016 May,"All retail businesses, excluding motor trades, automotive fuel and bars",96.6
Retail Sales Index Value Unadjusted,2016 May,"Retail sale of food (4711,4721 to 4729)",101.6
Retail Sales Index Value Unadjusted,2016 May,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",91.9
Retail Sales Index Value Unadjusted,2016 May,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",98.2
Retail Sales Index Value Unadjusted,2016 May,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",93.6
Retail Sales Index Value Unadjusted,2016 May,"Retail sale of electrical goods (4741 to 4743,4754)",85.0
Retail Sales Index Value Unadjusted,2016 May,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",101.9
Retail Sales Index Value Unadjusted,2016 May,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",80.6
Retail Sales Index Value Unadjusted,2016 May,"Other retail sales (4753,4763 to 4765,4776 to 4778)",80.1
Retail Sales Index Value Unadjusted,2016 May,"Retail sale of books, newspapers and stationery (4761,4762)",86.9
Retail Sales Index Value Unadjusted,2016 May,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",96.7
Retail Sales Index Value Unadjusted,2016 June,Motor trades (45),74.8
Retail Sales Index Value Unadjusted,2016 June,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",100.7
Retail Sales Index Value Unadjusted,2016 June,Department stores (4719),91.3
Retail Sales Index Value Unadjusted,2016 June,Retail sale of automotive fuel (4730),103.3
Retail Sales Index Value Unadjusted,2016 June,"Retail sale of hardware, paints and glass (4752)",111.3
Retail Sales Index Value Unadjusted,2016 June,Retail sale of furniture and lighting (4759),105.9
Retail Sales Index Value Unadjusted,2016 June,Bars (5630),105.5
Retail Sales Index Value Unadjusted,2016 June,All retail businesses,93.0
Retail Sales Index Value Unadjusted,2016 June,"Motor trades and automotive fuel (45,4730)",79.5
Retail Sales Index Value Unadjusted,2016 June,"All retail businesses, excluding motor trades and bars",99.3
Retail Sales Index Value Unadjusted,2016 June,"All retail businesses, excluding motor trades",99.7
Retail Sales Index Value Unadjusted,2016 June,"All retail businesses, excluding motor trades, automotive fuel and bars",98.9
Retail Sales Index Value Unadjusted,2016 June,"Retail sale of food (4711,4721 to 4729)",100.7
Retail Sales Index Value Unadjusted,2016 June,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",97.2
Retail Sales Index Value Unadjusted,2016 June,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",100.6
Retail Sales Index Value Unadjusted,2016 June,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",101.2
Retail Sales Index Value Unadjusted,2016 June,"Retail sale of electrical goods (4741 to 4743,4754)",90.9
Retail Sales Index Value Unadjusted,2016 June,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",107.0
Retail Sales Index Value Unadjusted,2016 June,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",81.5
Retail Sales Index Value Unadjusted,2016 June,"Other retail sales (4753,4763 to 4765,4776 to 4778)",77.7
Retail Sales Index Value Unadjusted,2016 June,"Retail sale of books, newspapers and stationery (4761,4762)",99.4
Retail Sales Index Value Unadjusted,2016 June,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",101.0
Retail Sales Index Value Unadjusted,2016 July,Motor trades (45),168.3
Retail Sales Index Value Unadjusted,2016 July,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",102.7
Retail Sales Index Value Unadjusted,2016 July,Department stores (4719),83.0
Retail Sales Index Value Unadjusted,2016 July,Retail sale of automotive fuel (4730),94.4
Retail Sales Index Value Unadjusted,2016 July,"Retail sale of hardware, paints and glass (4752)",109.8
Retail Sales Index Value Unadjusted,2016 July,Retail sale of furniture and lighting (4759),81.4
Retail Sales Index Value Unadjusted,2016 July,Bars (5630),114.9
Retail Sales Index Value Unadjusted,2016 July,All retail businesses,117.5
Retail Sales Index Value Unadjusted,2016 July,"Motor trades and automotive fuel (45,4730)",158.5
Retail Sales Index Value Unadjusted,2016 July,"All retail businesses, excluding motor trades and bars",96.4
Retail Sales Index Value Unadjusted,2016 July,"All retail businesses, excluding motor trades",97.5
Retail Sales Index Value Unadjusted,2016 July,"All retail businesses, excluding motor trades, automotive fuel and bars",96.5
Retail Sales Index Value Unadjusted,2016 July,"Retail sale of food (4711,4721 to 4729)",102.4
Retail Sales Index Value Unadjusted,2016 July,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",91.2
Retail Sales Index Value Unadjusted,2016 July,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",100.5
Retail Sales Index Value Unadjusted,2016 July,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",88.4
Retail Sales Index Value Unadjusted,2016 July,"Retail sale of electrical goods (4741 to 4743,4754)",84.7
Retail Sales Index Value Unadjusted,2016 July,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",104.5
Retail Sales Index Value Unadjusted,2016 July,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",80.9
Retail Sales Index Value Unadjusted,2016 July,"Other retail sales (4753,4763 to 4765,4776 to 4778)",75.9
