Statistic,Month,Industry.Sector.NACE.Rev.2,value
Industrial Price Index (Excl VAT),2015 September,Printing and reproduction of recorded media (18),100.7
Industrial Price Index (Excl VAT),2015 September,Coke and refined petroleum products (19),
Industrial Price Index (Excl VAT),2015 September,Chemicals and chemical products (20),99.9
Industrial Price Index (Excl VAT),2015 September,Basic pharmaceutical products and preparations (21),
Industrial Price Index (Excl VAT),2015 September,Rubber and plastic products (22),99.5
Industrial Price Index (Excl VAT),2015 September,Other non-metallic mineral products (23),99.4
Industrial Price Index (Excl VAT),2015 September,Basic metals (24),99.9
Industrial Price Index (Excl VAT),2015 September,"Fabricated metal products, except machinery and equipment (25)",99.1
Industrial Price Index (Excl VAT),2015 September,"Computer, electronic and optical products (26)",
Industrial Price Index (Excl VAT),2015 September,Electrical equipment (27),100.0
Industrial Price Index (Excl VAT),2015 September,Machinery and equipment n.e.c. (28),
Industrial Price Index (Excl VAT),2015 September,"Motor vehicles, trailers and semi-trailers (29)",100.0
Industrial Price Index (Excl VAT),2015 September,Other transport equipment (30),100.2
Industrial Price Index (Excl VAT),2015 September,Furniture (31),100.9
Industrial Price Index (Excl VAT),2015 September,Other manufacturing (32),
Industrial Price Index (Excl VAT),2015 September,Mining and quarrying (05 to 09),96.1
Industrial Price Index (Excl VAT),2015 September,Transportable goods industries (05 to 33),98.9
Industrial Price Index (Excl VAT),2015 September,"Food products, beverages and tobacco (10 to 12)",98.5
Industrial Price Index (Excl VAT),2015 September,"Manufacturing, excluding food (11 to 33)",99.0
Industrial Price Index (Excl VAT),2015 September,Intermediate goods (except energy),
Industrial Price Index (Excl VAT),2015 September,Capital goods,
Industrial Price Index (Excl VAT),2015 September,Durable consumer goods,
Industrial Price Index (Excl VAT),2015 September,Non-durable consumer goods,
Industrial Price Index (Excl VAT),2015 September,Manufacturing industries (home sales),100.2
Industrial Price Index (Excl VAT),2015 September,Manufacturing industries (export sales),98.9
Industrial Price Index (Excl VAT),2015 September,Manufacturing industries (10 to 33),98.9
Industrial Price Index (Excl VAT),2015 September,Repair and installation of machinery and equipment (33),
Industrial Price Index (Excl VAT),2015 September,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",99.0
Industrial Price Index (Excl VAT),2015 October,Food products (10),97.6
Industrial Price Index (Excl VAT),2015 October,Meat and meat products (101),97.8
Industrial Price Index (Excl VAT),2015 October,"Fish, crustaceans and molluscs (102)",97.8
Industrial Price Index (Excl VAT),2015 October,Fruit and vegetables (103),99.3
Industrial Price Index (Excl VAT),2015 October,"Vegetable, animal oils and fats (104)",98.3
Industrial Price Index (Excl VAT),2015 October,Dairy products (105),95.7
Industrial Price Index (Excl VAT),2015 October,"Grain mill and starch products, prepared animal feeds (106,109)",101.6
Industrial Price Index (Excl VAT),2015 October,Bakery and farinaceous products (107),99.1
Industrial Price Index (Excl VAT),2015 October,Other food products (108),97.4
Industrial Price Index (Excl VAT),2015 October,Manufacture of beverages (11),101.8
Industrial Price Index (Excl VAT),2015 October,Tobacco products (12),
Industrial Price Index (Excl VAT),2015 October,Textiles (13),100.3
Industrial Price Index (Excl VAT),2015 October,Wearing apparel (14),99.8
Industrial Price Index (Excl VAT),2015 October,Leather and related products (15),99.9
Industrial Price Index (Excl VAT),2015 October,"Wood and wood products, except furniture (16)",98.7
Industrial Price Index (Excl VAT),2015 October,Paper and paper products (17),99.6
Industrial Price Index (Excl VAT),2015 October,Printing and reproduction of recorded media (18),100.5
Industrial Price Index (Excl VAT),2015 October,Coke and refined petroleum products (19),
Industrial Price Index (Excl VAT),2015 October,Chemicals and chemical products (20),99.7
Industrial Price Index (Excl VAT),2015 October,Basic pharmaceutical products and preparations (21),
Industrial Price Index (Excl VAT),2015 October,Rubber and plastic products (22),99.1
Industrial Price Index (Excl VAT),2015 October,Other non-metallic mineral products (23),97.8
Industrial Price Index (Excl VAT),2015 October,Basic metals (24),98.2
Industrial Price Index (Excl VAT),2015 October,"Fabricated metal products, except machinery and equipment (25)",99.0
Industrial Price Index (Excl VAT),2015 October,"Computer, electronic and optical products (26)",
Industrial Price Index (Excl VAT),2015 October,Electrical equipment (27),99.2
Industrial Price Index (Excl VAT),2015 October,Machinery and equipment n.e.c. (28),
Industrial Price Index (Excl VAT),2015 October,"Motor vehicles, trailers and semi-trailers (29)",100.0
Industrial Price Index (Excl VAT),2015 October,Other transport equipment (30),100.2
Industrial Price Index (Excl VAT),2015 October,Furniture (31),101.1
Industrial Price Index (Excl VAT),2015 October,Other manufacturing (32),
Industrial Price Index (Excl VAT),2015 October,Mining and quarrying (05 to 09),98.4
Industrial Price Index (Excl VAT),2015 October,Transportable goods industries (05 to 33),96.8
Industrial Price Index (Excl VAT),2015 October,"Food products, beverages and tobacco (10 to 12)",98.0
Industrial Price Index (Excl VAT),2015 October,"Manufacturing, excluding food (11 to 33)",96.6
Industrial Price Index (Excl VAT),2015 October,Intermediate goods (except energy),
Industrial Price Index (Excl VAT),2015 October,Capital goods,
Industrial Price Index (Excl VAT),2015 October,Durable consumer goods,
Industrial Price Index (Excl VAT),2015 October,Non-durable consumer goods,
Industrial Price Index (Excl VAT),2015 October,Manufacturing industries (home sales),100.0
Industrial Price Index (Excl VAT),2015 October,Manufacturing industries (export sales),96.6
Industrial Price Index (Excl VAT),2015 October,Manufacturing industries (10 to 33),96.8
Industrial Price Index (Excl VAT),2015 October,Repair and installation of machinery and equipment (33),
Industrial Price Index (Excl VAT),2015 October,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",96.5
Industrial Price Index (Excl VAT),2015 November,Food products (10),99.9
Industrial Price Index (Excl VAT),2015 November,Meat and meat products (101),98.9
Industrial Price Index (Excl VAT),2015 November,"Fish, crustaceans and molluscs (102)",100.4
Industrial Price Index (Excl VAT),2015 November,Fruit and vegetables (103),101.3
Industrial Price Index (Excl VAT),2015 November,"Vegetable, animal oils and fats (104)",102.5
Industrial Price Index (Excl VAT),2015 November,Dairy products (105),94.9
Industrial Price Index (Excl VAT),2015 November,"Grain mill and starch products, prepared animal feeds (106,109)",101.9
Industrial Price Index (Excl VAT),2015 November,Bakery and farinaceous products (107),101.9
Industrial Price Index (Excl VAT),2015 November,Other food products (108),100.9
Industrial Price Index (Excl VAT),2015 November,Manufacture of beverages (11),102.2
Industrial Price Index (Excl VAT),2015 November,Tobacco products (12),
Industrial Price Index (Excl VAT),2015 November,Textiles (13),100.4
Industrial Price Index (Excl VAT),2015 November,Wearing apparel (14),99.8
Industrial Price Index (Excl VAT),2015 November,Leather and related products (15),99.9
Industrial Price Index (Excl VAT),2015 November,"Wood and wood products, except furniture (16)",100.3
Industrial Price Index (Excl VAT),2015 November,Paper and paper products (17),100.7
Industrial Price Index (Excl VAT),2015 November,Printing and reproduction of recorded media (18),102.2
Industrial Price Index (Excl VAT),2015 November,Coke and refined petroleum products (19),
Industrial Price Index (Excl VAT),2015 November,Chemicals and chemical products (20),100.0
Industrial Price Index (Excl VAT),2015 November,Basic pharmaceutical products and preparations (21),
Industrial Price Index (Excl VAT),2015 November,Rubber and plastic products (22),99.6
Industrial Price Index (Excl VAT),2015 November,Other non-metallic mineral products (23),100.1
Industrial Price Index (Excl VAT),2015 November,Basic metals (24),99.1
Industrial Price Index (Excl VAT),2015 November,"Fabricated metal products, except machinery and equipment (25)",101.1
Industrial Price Index (Excl VAT),2015 November,"Computer, electronic and optical products (26)",
Industrial Price Index (Excl VAT),2015 November,Electrical equipment (27),104.1
Industrial Price Index (Excl VAT),2015 November,Machinery and equipment n.e.c. (28),
Industrial Price Index (Excl VAT),2015 November,"Motor vehicles, trailers and semi-trailers (29)",100.1
Industrial Price Index (Excl VAT),2015 November,Other transport equipment (30),100.2
Industrial Price Index (Excl VAT),2015 November,Furniture (31),101.2
Industrial Price Index (Excl VAT),2015 November,Other manufacturing (32),
Industrial Price Index (Excl VAT),2015 November,Mining and quarrying (05 to 09),96.5
Industrial Price Index (Excl VAT),2015 November,Transportable goods industries (05 to 33),102.6
Industrial Price Index (Excl VAT),2015 November,"Food products, beverages and tobacco (10 to 12)",100.2
Industrial Price Index (Excl VAT),2015 November,"Manufacturing, excluding food (11 to 33)",103.1
Industrial Price Index (Excl VAT),2015 November,Intermediate goods (except energy),
Industrial Price Index (Excl VAT),2015 November,Capital goods,
Industrial Price Index (Excl VAT),2015 November,Durable consumer goods,
Industrial Price Index (Excl VAT),2015 November,Non-durable consumer goods,
Industrial Price Index (Excl VAT),2015 November,Manufacturing industries (home sales),100.0
Industrial Price Index (Excl VAT),2015 November,Manufacturing industries (export sales),102.8
Industrial Price Index (Excl VAT),2015 November,Manufacturing industries (10 to 33),102.7
Industrial Price Index (Excl VAT),2015 November,Repair and installation of machinery and equipment (33),
Industrial Price Index (Excl VAT),2015 November,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",103.1
Industrial Price Index (Excl VAT),2015 December,Food products (10),99.0
Industrial Price Index (Excl VAT),2015 December,Meat and meat products (101),99.2
Industrial Price Index (Excl VAT),2015 December,"Fish, crustaceans and molluscs (102)",103.8
Industrial Price Index (Excl VAT),2015 December,Fruit and vegetables (103),100.1
Industrial Price Index (Excl VAT),2015 December,"Vegetable, animal oils and fats (104)",100.2
Industrial Price Index (Excl VAT),2015 December,Dairy products (105),95.3
Industrial Price Index (Excl VAT),2015 December,"Grain mill and starch products, prepared animal feeds (106,109)",101.7
Industrial Price Index (Excl VAT),2015 December,Bakery and farinaceous products (107),100.5
Industrial Price Index (Excl VAT),2015 December,Other food products (108),99.1
Industrial Price Index (Excl VAT),2015 December,Manufacture of beverages (11),102.0
Industrial Price Index (Excl VAT),2015 December,Tobacco products (12),
Industrial Price Index (Excl VAT),2015 December,Textiles (13),100.4
Industrial Price Index (Excl VAT),2015 December,Wearing apparel (14),99.8
Industrial Price Index (Excl VAT),2015 December,Leather and related products (15),99.9
Industrial Price Index (Excl VAT),2015 December,"Wood and wood products, except furniture (16)",99.6
Industrial Price Index (Excl VAT),2015 December,Paper and paper products (17),100.0
Industrial Price Index (Excl VAT),2015 December,Printing and reproduction of recorded media (18),101.3
Industrial Price Index (Excl VAT),2015 December,Coke and refined petroleum products (19),
Industrial Price Index (Excl VAT),2015 December,Chemicals and chemical products (20),99.8
Industrial Price Index (Excl VAT),2015 December,Basic pharmaceutical products and preparations (21),
Industrial Price Index (Excl VAT),2015 December,Rubber and plastic products (22),99.4
Industrial Price Index (Excl VAT),2015 December,Other non-metallic mineral products (23),99.8
Industrial Price Index (Excl VAT),2015 December,Basic metals (24),94.0
Industrial Price Index (Excl VAT),2015 December,"Fabricated metal products, except machinery and equipment (25)",100.5
Industrial Price Index (Excl VAT),2015 December,"Computer, electronic and optical products (26)",
Industrial Price Index (Excl VAT),2015 December,Electrical equipment (27),102.0
Industrial Price Index (Excl VAT),2015 December,Machinery and equipment n.e.c. (28),
Industrial Price Index (Excl VAT),2015 December,"Motor vehicles, trailers and semi-trailers (29)",100.1
Industrial Price Index (Excl VAT),2015 December,Other transport equipment (30),100.6
Industrial Price Index (Excl VAT),2015 December,Furniture (31),101.1
Industrial Price Index (Excl VAT),2015 December,Other manufacturing (32),
Industrial Price Index (Excl VAT),2015 December,Mining and quarrying (05 to 09),95.4
Industrial Price Index (Excl VAT),2015 December,Transportable goods industries (05 to 33),102.3
Industrial Price Index (Excl VAT),2015 December,"Food products, beverages and tobacco (10 to 12)",99.3
Industrial Price Index (Excl VAT),2015 December,"Manufacturing, excluding food (11 to 33)",102.8
Industrial Price Index (Excl VAT),2015 December,Intermediate goods (except energy),
Industrial Price Index (Excl VAT),2015 December,Capital goods,
Industrial Price Index (Excl VAT),2015 December,Durable consumer goods,
