Statistic,Quarter,Sectors,value
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q1,Modified Final Domestic Demand,33115.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q2,Personal Expenditure on Consumer Goods and Services,17932.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,6557.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q2,Gross Domestic Fixed Capital Formation,9810.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q2,Exports of Goods and Services (excluding Factor Income Flows),33632.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q2,Imports of Goods and Services (excluding Factor Income Flows),-31147.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q2,Gross Domestic Product at Market Prices,41735.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q2,Gross National Product at Market Prices,35854.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q2,Modified Final Domestic Demand,32973.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q3,Personal Expenditure on Consumer Goods and Services,18376.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,6567.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q3,Gross Domestic Fixed Capital Formation,10295.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q3,Exports of Goods and Services (excluding Factor Income Flows),33872.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q3,Imports of Goods and Services (excluding Factor Income Flows),-30606.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q3,Gross Domestic Product at Market Prices,42549.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q3,Gross National Product at Market Prices,36252.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q3,Modified Final Domestic Demand,33981.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q4,Personal Expenditure on Consumer Goods and Services,18349.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q4,Net Expenditure by Central and Local Govt. on Current Goods and Services,6596.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q4,Gross Domestic Fixed Capital Formation,9576.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q4,Exports of Goods and Services (excluding Factor Income Flows),32955.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q4,Imports of Goods and Services (excluding Factor Income Flows),-28843.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q4,Gross Domestic Product at Market Prices,42904.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q4,Gross National Product at Market Prices,35938.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2002Q4,Modified Final Domestic Demand,33682.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q1,Personal Expenditure on Consumer Goods and Services,18557.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q1,Net Expenditure by Central and Local Govt. on Current Goods and Services,6780.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q1,Gross Domestic Fixed Capital Formation,10001.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q1,Exports of Goods and Services (excluding Factor Income Flows),32662.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q1,Imports of Goods and Services (excluding Factor Income Flows),-28812.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q1,Gross Domestic Product at Market Prices,42753.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q1,Gross National Product at Market Prices,36710.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q1,Modified Final Domestic Demand,33995.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q2,Personal Expenditure on Consumer Goods and Services,18689.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,6696.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q2,Gross Domestic Fixed Capital Formation,9861.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q2,Exports of Goods and Services (excluding Factor Income Flows),32686.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q2,Imports of Goods and Services (excluding Factor Income Flows),-29115.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q2,Gross Domestic Product at Market Prices,42980.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q2,Gross National Product at Market Prices,37261.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q2,Modified Final Domestic Demand,34281.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q3,Personal Expenditure on Consumer Goods and Services,18767.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,6740.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q3,Gross Domestic Fixed Capital Formation,10588.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q3,Exports of Goods and Services (excluding Factor Income Flows),33945.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q3,Imports of Goods and Services (excluding Factor Income Flows),-30359.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q3,Gross Domestic Product at Market Prices,43356.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q3,Gross National Product at Market Prices,37675.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q3,Modified Final Domestic Demand,34816.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q4,Personal Expenditure on Consumer Goods and Services,18997.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q4,Net Expenditure by Central and Local Govt. on Current Goods and Services,6764.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q4,Gross Domestic Fixed Capital Formation,11664.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q4,Exports of Goods and Services (excluding Factor Income Flows),36347.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q4,Imports of Goods and Services (excluding Factor Income Flows),-32157.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q4,Gross Domestic Product at Market Prices,45534.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q4,Gross National Product at Market Prices,38943.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2003Q4,Modified Final Domestic Demand,36300.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q1,Personal Expenditure on Consumer Goods and Services,19329.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q1,Net Expenditure by Central and Local Govt. on Current Goods and Services,6343.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q1,Gross Domestic Fixed Capital Formation,11230.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q1,Exports of Goods and Services (excluding Factor Income Flows),35415.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q1,Imports of Goods and Services (excluding Factor Income Flows),-30148.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q1,Gross Domestic Product at Market Prices,45538.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q1,Gross National Product at Market Prices,39395.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q1,Modified Final Domestic Demand,35320.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q2,Personal Expenditure on Consumer Goods and Services,19443.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,6880.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q2,Gross Domestic Fixed Capital Formation,11901.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q2,Exports of Goods and Services (excluding Factor Income Flows),36054.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q2,Imports of Goods and Services (excluding Factor Income Flows),-30880.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q2,Gross Domestic Product at Market Prices,46566.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q2,Gross National Product at Market Prices,40327.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q2,Modified Final Domestic Demand,36567.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q3,Personal Expenditure on Consumer Goods and Services,19618.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,6963.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q3,Gross Domestic Fixed Capital Formation,11780.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q3,Exports of Goods and Services (excluding Factor Income Flows),36247.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q3,Imports of Goods and Services (excluding Factor Income Flows),-31072.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q3,Gross Domestic Product at Market Prices,46341.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q3,Gross National Product at Market Prices,40097.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q3,Modified Final Domestic Demand,37031.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q4,Personal Expenditure on Consumer Goods and Services,19812.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q4,Net Expenditure by Central and Local Govt. on Current Goods and Services,7057.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q4,Gross Domestic Fixed Capital Formation,11510.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q4,Exports of Goods and Services (excluding Factor Income Flows),36658.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q4,Imports of Goods and Services (excluding Factor Income Flows),-31314.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q4,Gross Domestic Product at Market Prices,47368.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q4,Gross National Product at Market Prices,40721.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2004Q4,Modified Final Domestic Demand,37443.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q1,Personal Expenditure on Consumer Goods and Services,20144.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q1,Net Expenditure by Central and Local Govt. on Current Goods and Services,6985.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q1,Gross Domestic Fixed Capital Formation,12586.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q1,Exports of Goods and Services (excluding Factor Income Flows),36862.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q1,Imports of Goods and Services (excluding Factor Income Flows),-32445.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q1,Gross Domestic Product at Market Prices,48347.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q1,Gross National Product at Market Prices,41691.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q1,Modified Final Domestic Demand,38353.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q2,Personal Expenditure on Consumer Goods and Services,20704.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,6980.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q2,Gross Domestic Fixed Capital Formation,13543.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q2,Exports of Goods and Services (excluding Factor Income Flows),38252.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q2,Imports of Goods and Services (excluding Factor Income Flows),-33790.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q2,Gross Domestic Product at Market Prices,49268.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q2,Gross National Product at Market Prices,41745.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q2,Modified Final Domestic Demand,39666.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q3,Personal Expenditure on Consumer Goods and Services,21381.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,7100.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q3,Gross Domestic Fixed Capital Formation,14378.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q3,Exports of Goods and Services (excluding Factor Income Flows),38075.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q3,Imports of Goods and Services (excluding Factor Income Flows),-36081.0
